Subscriber ID,Show,Episodes Watched,Episode Length (m),Total Mins watched,
1494,Walking Dead,2.68,40,107,1494
1494,Lost,0.76,45,34,1494
1494,Weeds,0.30,30,9,1494
1494,Mad Men,0.36,45,16,1494
1494,Pony,0.13,30,4,1494
1494,Lorax,0.10,30,3,1494
1493,Walking Dead,3.28,40,131,1493
1493,Lost,1.44,45,65,1493
1493,Lorax,0.23,30,7,1493
1493,Pony,0.20,30,6,1493
1493,Weeds,0.07,30,2,1493
1493,Mad Men,0.09,45,4,1493
1492,Walking Dead,3.00,40,120,1492
1492,Lost,1.11,45,50,1492
1492,Lorax,0.27,30,8,1492
1492,Weeds,0.23,30,7,1492
1492,Mad Men,0.22,45,10,1492
1492,Pony,0.03,30,1,1492
1491,Walking Dead,2.93,40,117,1491
1491,Lost,1.04,45,47,1491
1491,Lorax,0.20,30,6,1491
1491,Pony,0.17,30,5,1491
1491,Mad Men,0.13,45,6,1491
1491,Weeds,0.07,30,2,1491
1490,Walking Dead,3.07,40,123,1490
1490,Lost,1.31,45,59,1490
1490,Weeds,0.27,30,8,1490
1490,Mad Men,0.36,45,16,1490
1490,Lorax,0.10,30,3,1490
1490,Pony,0.07,30,2,1490
1489,Walking Dead,2.88,40,115,1489
1489,Lost,0.98,45,44,1489
1489,Weeds,0.10,30,3,1489
1489,Pony,0.10,30,3,1489
1489,Mad Men,0.18,45,8,1489
1489,Lorax,0.03,30,1,1489
1488,Walking Dead,3.48,40,139,1488
1488,Lost,1.64,45,74,1488
1488,Pony,0.23,30,7,1488
1488,Weeds,0.20,30,6,1488
1488,Lorax,0.10,30,3,1488
1488,Mad Men,0.18,45,8,1488
1487,Walking Dead,3.28,40,131,1487
1487,Lost,1.58,45,71,1487
1487,Weeds,0.20,30,6,1487
1487,Pony,0.20,30,6,1487
1487,Lorax,0.17,30,5,1487
1487,Mad Men,0.27,45,12,1487
1486,Walking Dead,2.85,40,114,1486
1486,Lost,1.07,45,48,1486
1486,Lorax,0.13,30,4,1486
1486,Weeds,0.07,30,2,1486
1486,Pony,0.07,30,2,1486
1486,Mad Men,0.04,45,2,1486
1485,Walking Dead,3.08,40,123,1485
1485,Lost,1.29,45,58,1485
1485,Weeds,0.37,30,11,1485
1485,Mad Men,0.71,45,32,1485
1485,Pony,0.07,30,2,1485
1485,Lorax,0.07,30,2,1485
1484,Walking Dead,3.27,40,131,1484
1484,Lost,1.42,45,64,1484
1484,Mad Men,0.44,45,20,1484
1484,Weeds,0.20,30,6,1484
1484,Pony,0.10,30,3,1484
1484,Lorax,0.10,30,3,1484
1483,Walking Dead,2.98,40,119,1483
1483,Lost,1.18,45,53,1483
1483,Weeds,0.17,30,5,1483
1483,Lorax,0.13,30,4,1483
1483,Mad Men,0.13,45,6,1483
1483,Pony,0.03,30,1,1483
1482,Walking Dead,3.37,40,135,1482
1482,Lost,1.49,45,67,1482
1482,Weeds,0.10,30,3,1482
1482,Lorax,0.10,30,3,1482
1482,Pony,0.07,30,2,1482
1482,Mad Men,0.00,45,0,1482
1481,Walking Dead,3.40,40,136,1481
1481,Lost,1.58,45,71,1481
1481,Pony,0.17,30,5,1481
1481,Lorax,0.17,30,5,1481
1481,Weeds,0.07,30,2,1481
1481,Mad Men,0.00,45,0,1481
1480,Walking Dead,3.17,40,127,1480
1480,Lost,1.36,45,61,1480
1480,Lorax,0.20,30,6,1480
1480,Weeds,0.17,30,5,1480
1480,Pony,0.13,30,4,1480
1480,Mad Men,0.18,45,8,1480
1479,Walking Dead,2.80,40,112,1479
1479,Lost,0.87,45,39,1479
1479,Weeds,0.20,30,6,1479
1479,Lorax,0.17,30,5,1479
1479,Pony,0.13,30,4,1479
1479,Mad Men,0.18,45,8,1479
1478,Walking Dead,3.27,40,131,1478
1478,Lost,1.47,45,66,1478
1478,Weeds,0.27,30,8,1478
1478,Mad Men,0.49,45,22,1478
1478,Pony,0.10,30,3,1478
1478,Lorax,0.10,30,3,1478
1477,Walking Dead,3.12,40,125,1477
1477,Lost,1.18,45,53,1477
1477,Pony,0.20,30,6,1477
1477,Lorax,0.17,30,5,1477
1477,Weeds,0.07,30,2,1477
1477,Mad Men,0.09,45,4,1477
1476,Walking Dead,3.60,40,144,1476
1476,Lost,1.89,45,85,1476
1476,Lorax,0.20,30,6,1476
1476,Pony,0.13,30,4,1476
1476,Weeds,0.03,30,1,1476
1476,Mad Men,0.00,45,0,1476
1475,Walking Dead,2.68,40,107,1475
1475,Lost,0.76,45,34,1475
1475,Weeds,0.13,30,4,1475
1475,Mad Men,0.18,45,8,1475
1475,Pony,0.07,30,2,1475
1475,Lorax,0.07,30,2,1475
1474,Walking Dead,3.00,40,120,1474
1474,Lost,1.16,45,52,1474
1474,Lorax,0.10,30,3,1474
1474,Mad Men,0.18,45,8,1474
1474,Weeds,0.07,30,2,1474
1474,Pony,0.07,30,2,1474
1473,Walking Dead,2.82,40,113,1473
1473,Lost,0.91,45,41,1473
1473,Weeds,0.30,30,9,1473
1473,Pony,0.30,30,9,1473
1473,Mad Men,0.49,45,22,1473
1473,Lorax,0.23,30,7,1473
1472,Walking Dead,3.57,40,143,1472
1472,Lost,1.82,45,82,1472
1472,Weeds,0.13,30,4,1472
1472,Mad Men,0.22,45,10,1472
1472,Pony,0.10,30,3,1472
1472,Lorax,0.03,30,1,1472
1471,Walking Dead,3.07,40,123,1471
1471,Lost,1.20,45,54,1471
1471,Weeds,0.27,30,8,1471
1471,Mad Men,0.22,45,10,1471
1471,Lorax,0.10,30,3,1471
1471,Pony,0.03,30,1,1471
1470,Walking Dead,3.23,40,129,1470
1470,Lost,1.40,45,63,1470
1470,Mad Men,0.22,45,10,1470
1470,Weeds,0.10,30,3,1470
1470,Lorax,0.10,30,3,1470
1470,Pony,0.07,30,2,1470
1469,Walking Dead,3.03,40,121,1469
1469,Lost,1.16,45,52,1469
1469,Weeds,0.23,30,7,1469
1469,Mad Men,0.40,45,18,1469
1469,Pony,0.07,30,2,1469
1469,Lorax,0.03,30,1,1469
1468,Walking Dead,2.88,40,115,1468
1468,Lost,1.13,45,51,1468
1468,Mad Men,0.62,45,28,1468
1468,Weeds,0.30,30,9,1468
1468,Pony,0.10,30,3,1468
1468,Lorax,0.07,30,2,1468
1467,Walking Dead,2.90,40,116,1467
1467,Lost,1.04,45,47,1467
1467,Weeds,0.27,30,8,1467
1467,Pony,0.20,30,6,1467
1467,Lorax,0.20,30,6,1467
1467,Mad Men,0.27,45,12,1467
1466,Walking Dead,3.33,40,133,1466
1466,Lost,1.47,45,66,1466
1466,Mad Men,0.36,45,16,1466
1466,Weeds,0.17,30,5,1466
1466,Pony,0.17,30,5,1466
1466,Lorax,0.10,30,3,1466
1465,Walking Dead,3.17,40,127,1465
1465,Lost,1.29,45,58,1465
1465,Pony,0.23,30,7,1465
1465,Lorax,0.13,30,4,1465
1465,Weeds,0.07,30,2,1465
1465,Mad Men,0.00,45,0,1465
1464,Walking Dead,3.33,40,133,1464
1464,Lost,1.58,45,71,1464
1464,Mad Men,0.49,45,22,1464
1464,Weeds,0.23,30,7,1464
1464,Pony,0.10,30,3,1464
1464,Lorax,0.07,30,2,1464
1463,Walking Dead,3.03,40,121,1463
1463,Lost,1.24,45,56,1463
1463,Weeds,0.30,30,9,1463
1463,Mad Men,0.58,45,26,1463
1463,Pony,0.10,30,3,1463
1463,Lorax,0.07,30,2,1463
1462,Walking Dead,2.82,40,113,1462
1462,Lost,0.96,45,43,1462
1462,Mad Men,0.53,45,24,1462
1462,Weeds,0.23,30,7,1462
1462,Pony,0.07,30,2,1462
1462,Lorax,0.07,30,2,1462
1461,Walking Dead,3.33,40,133,1461
1461,Lost,1.49,45,67,1461
1461,Pony,0.23,30,7,1461
1461,Weeds,0.17,30,5,1461
1461,Lorax,0.17,30,5,1461
1461,Mad Men,0.27,45,12,1461
1460,Walking Dead,2.78,40,111,1460
1460,Lost,1.00,45,45,1460
1460,Weeds,0.30,30,9,1460
1460,Mad Men,0.36,45,16,1460
1460,Pony,0.13,30,4,1460
1460,Lorax,0.10,30,3,1460
1459,Walking Dead,3.52,40,141,1459
1459,Lost,1.69,45,76,1459
1459,Lorax,0.17,30,5,1459
1459,Weeds,0.13,30,4,1459
1459,Pony,0.13,30,4,1459
1459,Mad Men,0.09,45,4,1459
1458,Walking Dead,2.93,40,117,1458
1458,Lost,1.16,45,52,1458
1458,Weeds,0.17,30,5,1458
1458,Mad Men,0.27,45,12,1458
1458,Pony,0.10,30,3,1458
1458,Lorax,0.07,30,2,1458
1457,Walking Dead,2.75,40,110,1457
1457,Lost,1.07,45,48,1457
1457,Weeds,0.23,30,7,1457
1457,Mad Men,0.40,45,18,1457
1457,Lorax,0.10,30,3,1457
1457,Pony,0.07,30,2,1457
1456,Walking Dead,2.88,40,115,1456
1456,Lost,1.04,45,47,1456
1456,Weeds,0.23,30,7,1456
1456,Mad Men,0.36,45,16,1456
1456,Lorax,0.10,30,3,1456
1456,Pony,0.07,30,2,1456
1455,Walking Dead,3.10,40,124,1455
1455,Lost,1.18,45,53,1455
1455,Lorax,0.23,30,7,1455
1455,Pony,0.13,30,4,1455
1455,Weeds,0.10,30,3,1455
1455,Mad Men,0.04,45,2,1455
1454,Walking Dead,3.37,40,135,1454
1454,Lost,1.44,45,65,1454
1454,Mad Men,0.49,45,22,1454
1454,Weeds,0.23,30,7,1454
1454,Lorax,0.10,30,3,1454
1454,Pony,0.07,30,2,1454
1453,Walking Dead,3.17,40,127,1453
1453,Lost,1.31,45,59,1453
1453,Mad Men,0.31,45,14,1453
1453,Weeds,0.13,30,4,1453
1453,Pony,0.03,30,1,1453
1453,Lorax,0.03,30,1,1453
1452,Walking Dead,2.80,40,112,1452
1452,Lost,0.89,45,40,1452
1452,Weeds,0.07,30,2,1452
1452,Pony,0.07,30,2,1452
1452,Lorax,0.07,30,2,1452
1452,Mad Men,0.00,45,0,1452
1451,Walking Dead,3.13,40,125,1451
1451,Lost,1.47,45,66,1451
1451,Weeds,0.30,30,9,1451
1451,Pony,0.20,30,6,1451
1451,Mad Men,0.31,45,14,1451
1451,Lorax,0.10,30,3,1451
1450,Walking Dead,3.47,40,139,1450
1450,Lost,1.60,45,72,1450
1450,Weeds,0.10,30,3,1450
1450,Pony,0.10,30,3,1450
1450,Lorax,0.03,30,1,1450
1450,Mad Men,0.04,45,2,1450
1449,Walking Dead,3.03,40,121,1449
1449,Lost,1.29,45,58,1449
1449,Weeds,0.23,30,7,1449
1449,Pony,0.23,30,7,1449
1449,Mad Men,0.44,45,20,1449
1449,Lorax,0.13,30,4,1449
1448,Walking Dead,3.03,40,121,1448
1448,Lost,1.07,45,48,1448
1448,Weeds,0.13,30,4,1448
1448,Pony,0.10,30,3,1448
1448,Lorax,0.10,30,3,1448
1448,Mad Men,0.00,45,0,1448
1447,Walking Dead,3.07,40,123,1447
1447,Lost,1.29,45,58,1447
1447,Mad Men,0.53,45,24,1447
1447,Weeds,0.23,30,7,1447
1447,Pony,0.13,30,4,1447
1447,Lorax,0.13,30,4,1447
1446,Walking Dead,2.55,40,102,1446
1446,Lost,0.62,45,28,1446
1446,Lorax,0.20,30,6,1446
1446,Pony,0.07,30,2,1446
1446,Mad Men,0.00,45,0,1446
1446,Weeds,0.00,30,0,1446
1445,Walking Dead,2.83,40,113,1445
1445,Lost,0.98,45,44,1445
1445,Weeds,0.17,30,5,1445
1445,Lorax,0.13,30,4,1445
1445,Pony,0.10,30,3,1445
1445,Mad Men,0.18,45,8,1445
1444,Walking Dead,3.07,40,123,1444
1444,Lost,1.31,45,59,1444
1444,Weeds,0.30,30,9,1444
1444,Mad Men,0.49,45,22,1444
1444,Lorax,0.13,30,4,1444
1444,Pony,0.10,30,3,1444
1443,Walking Dead,3.12,40,125,1443
1443,Lost,1.18,45,53,1443
1443,Weeds,0.30,30,9,1443
1443,Mad Men,0.44,45,20,1443
1443,Pony,0.13,30,4,1443
1443,Lorax,0.07,30,2,1443
1442,Walking Dead,2.68,40,107,1442
1442,Lost,0.84,45,38,1442
1442,Weeds,0.27,30,8,1442
1442,Mad Men,0.44,45,20,1442
1442,Pony,0.10,30,3,1442
1442,Lorax,0.07,30,2,1442
1441,Walking Dead,3.47,40,139,1441
1441,Lost,1.71,45,77,1441
1441,Weeds,0.10,30,3,1441
1441,Pony,0.10,30,3,1441
1441,Lorax,0.10,30,3,1441
1441,Mad Men,0.04,45,2,1441
1440,Walking Dead,2.60,40,104,1440
1440,Lost,0.67,45,30,1440
1440,Mad Men,0.40,45,18,1440
1440,Weeds,0.20,30,6,1440
1440,Pony,0.03,30,1,1440
1440,Lorax,0.03,30,1,1440
1439,Walking Dead,2.95,40,118,1439
1439,Lost,1.07,45,48,1439
1439,Pony,0.27,30,8,1439
1439,Lorax,0.17,30,5,1439
1439,Weeds,0.13,30,4,1439
1439,Mad Men,0.04,45,2,1439
1438,Walking Dead,2.90,40,116,1438
1438,Lost,1.04,45,47,1438
1438,Pony,0.23,30,7,1438
1438,Lorax,0.23,30,7,1438
1438,Weeds,0.17,30,5,1438
1438,Mad Men,0.13,45,6,1438
1437,Walking Dead,3.05,40,122,1437
1437,Lost,1.36,45,61,1437
1437,Mad Men,0.44,45,20,1437
1437,Weeds,0.20,30,6,1437
1437,Pony,0.10,30,3,1437
1437,Lorax,0.10,30,3,1437
1436,Walking Dead,3.32,40,133,1436
1436,Lost,1.49,45,67,1436
1436,Weeds,0.10,30,3,1436
1436,Lorax,0.03,30,1,1436
1436,Mad Men,0.04,45,2,1436
1436,Pony,0.00,30,0,1436
1435,Walking Dead,3.38,40,135,1435
1435,Lost,1.56,45,70,1435
1435,Pony,0.20,30,6,1435
1435,Lorax,0.13,30,4,1435
1435,Weeds,0.10,30,3,1435
1435,Mad Men,0.18,45,8,1435
1434,Walking Dead,2.75,40,110,1434
1434,Lost,0.78,45,35,1434
1434,Weeds,0.27,30,8,1434
1434,Pony,0.13,30,4,1434
1434,Lorax,0.13,30,4,1434
1434,Mad Men,0.22,45,10,1434
1433,Walking Dead,3.02,40,121,1433
1433,Lost,1.11,45,50,1433
1433,Weeds,0.27,30,8,1433
1433,Mad Men,0.44,45,20,1433
1433,Lorax,0.20,30,6,1433
1433,Pony,0.07,30,2,1433
1432,Walking Dead,2.97,40,119,1432
1432,Lost,1.02,45,46,1432
1432,Pony,0.10,30,3,1432
1432,Lorax,0.10,30,3,1432
1432,Weeds,0.03,30,1,1432
1432,Mad Men,0.00,45,0,1432
1431,Walking Dead,3.12,40,125,1431
1431,Lost,1.29,45,58,1431
1431,Weeds,0.10,30,3,1431
1431,Mad Men,0.18,45,8,1431
1431,Pony,0.07,30,2,1431
1431,Lorax,0.07,30,2,1431
1430,Walking Dead,3.17,40,127,1430
1430,Lost,1.16,45,52,1430
1430,Pony,0.17,30,5,1430
1430,Lorax,0.13,30,4,1430
1430,Weeds,0.10,30,3,1430
1430,Mad Men,0.00,45,0,1430
1429,Walking Dead,3.30,40,132,1429
1429,Lost,1.42,45,64,1429
1429,Weeds,0.20,30,6,1429
1429,Pony,0.13,30,4,1429
1429,Mad Men,0.22,45,10,1429
1429,Lorax,0.10,30,3,1429
1428,Walking Dead,3.13,40,125,1428
1428,Lost,1.24,45,56,1428
1428,Lorax,0.17,30,5,1428
1428,Weeds,0.13,30,4,1428
1428,Pony,0.13,30,4,1428
1428,Mad Men,0.04,45,2,1428
1427,Walking Dead,2.73,40,109,1427
1427,Lost,0.82,45,37,1427
1427,Weeds,0.20,30,6,1427
1427,Mad Men,0.36,45,16,1427
1427,Pony,0.17,30,5,1427
1427,Lorax,0.10,30,3,1427
1426,Walking Dead,2.80,40,112,1426
1426,Lost,0.93,45,42,1426
1426,Weeds,0.20,30,6,1426
1426,Mad Men,0.31,45,14,1426
1426,Pony,0.13,30,4,1426
1426,Lorax,0.10,30,3,1426
1425,Walking Dead,3.23,40,129,1425
1425,Lost,1.42,45,64,1425
1425,Lorax,0.20,30,6,1425
1425,Weeds,0.10,30,3,1425
1425,Pony,0.10,30,3,1425
1425,Mad Men,0.09,45,4,1425
1424,Walking Dead,3.00,40,120,1424
1424,Lost,1.13,45,51,1424
1424,Pony,0.20,30,6,1424
1424,Lorax,0.20,30,6,1424
1424,Weeds,0.03,30,1,1424
1424,Mad Men,0.04,45,2,1424
1423,Walking Dead,2.58,40,103,1423
1423,Lost,0.80,45,36,1423
1423,Weeds,0.20,30,6,1423
1423,Mad Men,0.22,45,10,1423
1423,Lorax,0.07,30,2,1423
1423,Pony,0.03,30,1,1423
1422,Walking Dead,2.83,40,113,1422
1422,Lost,0.98,45,44,1422
1422,Weeds,0.27,30,8,1422
1422,Mad Men,0.44,45,20,1422
1422,Lorax,0.17,30,5,1422
1422,Pony,0.13,30,4,1422
1421,Walking Dead,3.23,40,129,1421
1421,Lost,1.44,45,65,1421
1421,Lorax,0.17,30,5,1421
1421,Weeds,0.13,30,4,1421
1421,Pony,0.13,30,4,1421
1421,Mad Men,0.18,45,8,1421
1420,Walking Dead,3.23,40,129,1420
1420,Lost,1.51,45,68,1420
1420,Weeds,0.23,30,7,1420
1420,Pony,0.17,30,5,1420
1420,Mad Men,0.31,45,14,1420
1420,Lorax,0.13,30,4,1420
1419,Walking Dead,3.20,40,128,1419
1419,Lost,1.44,45,65,1419
1419,Weeds,0.13,30,4,1419
1419,Pony,0.10,30,3,1419
1419,Mad Men,0.13,45,6,1419
1419,Lorax,0.07,30,2,1419
1418,Walking Dead,3.25,40,130,1418
1418,Lost,1.31,45,59,1418
1418,Pony,0.23,30,7,1418
1418,Lorax,0.13,30,4,1418
1418,Weeds,0.03,30,1,1418
1418,Mad Men,0.00,45,0,1418
1417,Walking Dead,3.15,40,126,1417
1417,Lost,1.44,45,65,1417
1417,Mad Men,0.93,45,42,1417
1417,Weeds,0.47,30,14,1417
1417,Pony,0.17,30,5,1417
1417,Lorax,0.10,30,3,1417
1416,Walking Dead,3.03,40,121,1416
1416,Lost,1.09,45,49,1416
1416,Mad Men,0.36,45,16,1416
1416,Weeds,0.17,30,5,1416
1416,Lorax,0.13,30,4,1416
1416,Pony,0.07,30,2,1416
1415,Walking Dead,2.70,40,108,1415
1415,Lost,0.82,45,37,1415
1415,Mad Men,0.80,45,36,1415
1415,Weeds,0.40,30,12,1415
1415,Pony,0.17,30,5,1415
1415,Lorax,0.10,30,3,1415
1414,Walking Dead,2.80,40,112,1414
1414,Lost,1.04,45,47,1414
1414,Lorax,0.20,30,6,1414
1414,Weeds,0.13,30,4,1414
1414,Mad Men,0.22,45,10,1414
1414,Pony,0.10,30,3,1414
1413,Walking Dead,3.45,40,138,1413
1413,Lost,1.62,45,73,1413
1413,Pony,0.10,30,3,1413
1413,Lorax,0.10,30,3,1413
1413,Weeds,0.03,30,1,1413
1413,Mad Men,0.00,45,0,1413
1412,Walking Dead,3.20,40,128,1412
1412,Lost,1.31,45,59,1412
1412,Weeds,0.27,30,8,1412
1412,Mad Men,0.44,45,20,1412
1412,Pony,0.10,30,3,1412
1412,Lorax,0.03,30,1,1412
1411,Walking Dead,2.72,40,109,1411
1411,Lost,0.69,45,31,1411
1411,Lorax,0.23,30,7,1411
1411,Pony,0.13,30,4,1411
1411,Weeds,0.07,30,2,1411
1411,Mad Men,0.09,45,4,1411
1410,Walking Dead,2.48,40,99,1410
1410,Lost,0.42,45,19,1410
1410,Weeds,0.27,30,8,1410
1410,Pony,0.17,30,5,1410
1410,Lorax,0.13,30,4,1410
1410,Mad Men,0.18,45,8,1410
1409,Walking Dead,2.87,40,115,1409
1409,Lost,1.07,45,48,1409
1409,Mad Men,0.71,45,32,1409
1409,Weeds,0.33,30,10,1409
1409,Lorax,0.20,30,6,1409
1409,Pony,0.17,30,5,1409
1408,Walking Dead,3.17,40,127,1408
1408,Lost,1.40,45,63,1408
1408,Weeds,0.27,30,8,1408
1408,Mad Men,0.40,45,18,1408
1408,Pony,0.10,30,3,1408
1408,Lorax,0.03,30,1,1408
1407,Walking Dead,3.12,40,125,1407
1407,Lost,1.27,45,57,1407
1407,Weeds,0.17,30,5,1407
1407,Pony,0.17,30,5,1407
1407,Lorax,0.10,30,3,1407
1407,Mad Men,0.18,45,8,1407
1406,Walking Dead,3.13,40,125,1406
1406,Lost,1.20,45,54,1406
1406,Weeds,0.10,30,3,1406
1406,Pony,0.10,30,3,1406
1406,Lorax,0.07,30,2,1406
1406,Mad Men,0.00,45,0,1406
1405,Walking Dead,2.83,40,113,1405
1405,Lost,1.04,45,47,1405
1405,Weeds,0.30,30,9,1405
1405,Mad Men,0.27,45,12,1405
1405,Lorax,0.13,30,4,1405
1405,Pony,0.10,30,3,1405
1404,Walking Dead,3.08,40,123,1404
1404,Lost,1.16,45,52,1404
1404,Lorax,0.20,30,6,1404
1404,Pony,0.13,30,4,1404
1404,Mad Men,0.22,45,10,1404
1404,Weeds,0.10,30,3,1404
1403,Walking Dead,3.27,40,131,1403
1403,Lost,1.44,45,65,1403
1403,Weeds,0.20,30,6,1403
1403,Pony,0.13,30,4,1403
1403,Lorax,0.13,30,4,1403
1403,Mad Men,0.18,45,8,1403
1402,Walking Dead,2.95,40,118,1402
1402,Lost,0.98,45,44,1402
1402,Weeds,0.23,30,7,1402
1402,Pony,0.10,30,3,1402
1402,Mad Men,0.13,45,6,1402
1402,Lorax,0.07,30,2,1402
1401,Walking Dead,2.87,40,115,1401
1401,Lost,0.98,45,44,1401
1401,Pony,0.17,30,5,1401
1401,Mad Men,0.27,45,12,1401
1401,Weeds,0.13,30,4,1401
1401,Lorax,0.07,30,2,1401
1400,Walking Dead,3.08,40,123,1400
1400,Lost,1.31,45,59,1400
1400,Weeds,0.30,30,9,1400
1400,Mad Men,0.58,45,26,1400
1400,Lorax,0.17,30,5,1400
1400,Pony,0.03,30,1,1400
1399,Walking Dead,2.53,40,101,1399
1399,Lost,0.44,45,20,1399
1399,Pony,0.10,30,3,1399
1399,Mad Men,0.13,45,6,1399
1399,Weeds,0.07,30,2,1399
1399,Lorax,0.03,30,1,1399
1398,Walking Dead,3.00,40,120,1398
1398,Lost,1.20,45,54,1398
1398,Lorax,0.17,30,5,1398
1398,Weeds,0.13,30,4,1398
1398,Pony,0.10,30,3,1398
1398,Mad Men,0.18,45,8,1398
1397,Walking Dead,3.05,40,122,1397
1397,Lost,1.09,45,49,1397
1397,Weeds,0.20,30,6,1397
1397,Pony,0.20,30,6,1397
1397,Lorax,0.20,30,6,1397
1397,Mad Men,0.27,45,12,1397
1396,Walking Dead,2.85,40,114,1396
1396,Lost,1.02,45,46,1396
1396,Weeds,0.43,30,13,1396
1396,Mad Men,0.58,45,26,1396
1396,Pony,0.10,30,3,1396
1396,Lorax,0.03,30,1,1396
1395,Walking Dead,2.83,40,113,1395
1395,Lost,1.02,45,46,1395
1395,Weeds,0.30,30,9,1395
1395,Pony,0.23,30,7,1395
1395,Mad Men,0.44,45,20,1395
1395,Lorax,0.20,30,6,1395
1394,Walking Dead,2.90,40,116,1394
1394,Lost,1.04,45,47,1394
1394,Weeds,0.13,30,4,1394
1394,Mad Men,0.22,45,10,1394
1394,Lorax,0.10,30,3,1394
1394,Pony,0.07,30,2,1394
1393,Walking Dead,2.67,40,107,1393
1393,Lost,0.84,45,38,1393
1393,Lorax,0.17,30,5,1393
1393,Weeds,0.13,30,4,1393
1393,Pony,0.07,30,2,1393
1393,Mad Men,0.09,45,4,1393
1392,Walking Dead,2.78,40,111,1392
1392,Lost,0.96,45,43,1392
1392,Pony,0.20,30,6,1392
1392,Lorax,0.17,30,5,1392
1392,Weeds,0.03,30,1,1392
1392,Mad Men,0.00,45,0,1392
1391,Walking Dead,2.80,40,112,1391
1391,Lost,0.89,45,40,1391
1391,Weeds,0.27,30,8,1391
1391,Mad Men,0.31,45,14,1391
1391,Pony,0.07,30,2,1391
1391,Lorax,0.03,30,1,1391
1390,Walking Dead,2.80,40,112,1390
1390,Lost,0.84,45,38,1390
1390,Lorax,0.17,30,5,1390
1390,Pony,0.13,30,4,1390
1390,Weeds,0.10,30,3,1390
1390,Mad Men,0.18,45,8,1390
1389,Walking Dead,2.82,40,113,1389
1389,Lost,0.89,45,40,1389
1389,Weeds,0.30,30,9,1389
1389,Mad Men,0.58,45,26,1389
1389,Pony,0.20,30,6,1389
1389,Lorax,0.13,30,4,1389
1388,Walking Dead,3.30,40,132,1388
1388,Lost,1.47,45,66,1388
1388,Lorax,0.13,30,4,1388
1388,Weeds,0.07,30,2,1388
1388,Pony,0.07,30,2,1388
1388,Mad Men,0.00,45,0,1388
1387,Walking Dead,3.08,40,123,1387
1387,Lost,1.13,45,51,1387
1387,Pony,0.23,30,7,1387
1387,Lorax,0.13,30,4,1387
1387,Mad Men,0.09,45,4,1387
1387,Weeds,0.03,30,1,1387
1386,Walking Dead,3.13,40,125,1386
1386,Lost,1.24,45,56,1386
1386,Weeds,0.17,30,5,1386
1386,Pony,0.13,30,4,1386
1386,Lorax,0.13,30,4,1386
1386,Mad Men,0.22,45,10,1386
1385,Walking Dead,2.88,40,115,1385
1385,Lost,1.24,45,56,1385
1385,Weeds,0.27,30,8,1385
1385,Mad Men,0.44,45,20,1385
1385,Pony,0.10,30,3,1385
1385,Lorax,0.10,30,3,1385
1384,Walking Dead,2.73,40,109,1384
1384,Lost,0.91,45,41,1384
1384,Weeds,0.30,30,9,1384
1384,Mad Men,0.58,45,26,1384
1384,Pony,0.10,30,3,1384
1384,Lorax,0.07,30,2,1384
1383,Walking Dead,3.07,40,123,1383
1383,Lost,1.20,45,54,1383
1383,Pony,0.33,30,10,1383
1383,Weeds,0.30,30,9,1383
1383,Mad Men,0.53,45,24,1383
1383,Lorax,0.27,30,8,1383
1382,Walking Dead,3.05,40,122,1382
1382,Lost,1.13,45,51,1382
1382,Weeds,0.17,30,5,1382
1382,Mad Men,0.31,45,14,1382
1382,Pony,0.07,30,2,1382
1382,Lorax,0.07,30,2,1382
1381,Walking Dead,2.58,40,103,1381
1381,Lost,0.69,45,31,1381
1381,Weeds,0.40,30,12,1381
1381,Mad Men,0.44,45,20,1381
1381,Pony,0.20,30,6,1381
1381,Lorax,0.20,30,6,1381
1380,Walking Dead,3.07,40,123,1380
1380,Lost,1.27,45,57,1380
1380,Pony,0.13,30,4,1380
1380,Weeds,0.10,30,3,1380
1380,Mad Men,0.13,45,6,1380
1380,Lorax,0.07,30,2,1380
1379,Walking Dead,3.35,40,134,1379
1379,Lost,1.53,45,69,1379
1379,Weeds,0.40,30,12,1379
1379,Mad Men,0.67,45,30,1379
1379,Pony,0.07,30,2,1379
1379,Lorax,0.07,30,2,1379
1378,Walking Dead,3.00,40,120,1378
1378,Lost,1.07,45,48,1378
1378,Pony,0.10,30,3,1378
1378,Weeds,0.07,30,2,1378
1378,Lorax,0.03,30,1,1378
1378,Mad Men,0.00,45,0,1378
1377,Walking Dead,2.98,40,119,1377
1377,Lost,1.07,45,48,1377
1377,Pony,0.37,30,11,1377
1377,Lorax,0.23,30,7,1377
1377,Weeds,0.10,30,3,1377
1377,Mad Men,0.00,45,0,1377
1376,Walking Dead,2.78,40,111,1376
1376,Lost,0.87,45,39,1376
1376,Lorax,0.23,30,7,1376
1376,Pony,0.20,30,6,1376
1376,Weeds,0.10,30,3,1376
1376,Mad Men,0.13,45,6,1376
1375,Walking Dead,3.20,40,128,1375
1375,Lost,1.44,45,65,1375
1375,Weeds,0.17,30,5,1375
1375,Pony,0.17,30,5,1375
1375,Lorax,0.17,30,5,1375
1375,Mad Men,0.13,45,6,1375
1374,Walking Dead,2.80,40,112,1374
1374,Lost,1.09,45,49,1374
1374,Weeds,0.40,30,12,1374
1374,Mad Men,0.76,45,34,1374
1374,Lorax,0.13,30,4,1374
1374,Pony,0.10,30,3,1374
1373,Walking Dead,3.03,40,121,1373
1373,Lost,1.22,45,55,1373
